date,username,text,likes,retweets,clean_text,vader_score,vader_label,textblob_score,textblob_label,hf_label,hf_score
2025-11-03T01:45:00,MediaWatchNG,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. Think about the real people affected.",200,220,reminder violence nigeria drive multiple factor attack christians think real people affect,-0.802,negative,0.1,negative,NEGATIVE,0.9876419305801392
2025-11-03T02:23:00,HumanRightsWatch,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #Trump",38,27,summary trump issue warn nigeria official respond observer calm trump,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9621909856796265
2025-11-03T09:05:00,GlobalObserver,Trump said 'guns blazing'? Abeg make una no use our country do action film. #Trump,589,165,trump say gun blaze abeg una use country action film trump,-0.34,negative,0.1,negative,NEGATIVE,0.9851755499839783
2025-11-04T03:37:00,PeaceNow,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. #PrayForNigeria,131,82,trump threaten cut aid consider action allege killing christians nigerian government reject claim prayfornigeria,-0.8957,negative,0.1,negative,NEGATIVE,0.9912809729576111
2025-11-03T03:40:00,AbujaInsider,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. People need to read more before reacting.",109,81,summary trump issue warn nigeria official respond observer calm people need read react,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.981721818447113
2025-11-03T10:29:00,NaijaStudent,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. Think about the real people affected.",81,34,summary trump issue warn nigeria official respond observer calm think real people affect,0.2263,positive,0.25,negative,NEGATIVE,0.9779984951019287
2025-11-03T15:09:00,MediaWatchNG,This language sets a dangerous precedent for US–Africa relations. People need to read more before reacting.,325,64,language set dangerous precedent africa relations people need read react,-0.4767,negative,-0.6,negative,NEGATIVE,0.9847159385681152
2025-11-02T15:03:00,USConservative,"Whatever our internal issues, military threats from Trump are unacceptable. Think about the real people affected.",100,119,internal issue military threat trump unacceptable think real people affect,-0.7506,negative,0.03333333333333333,negative,NEGATIVE,0.9975289702415466
2025-11-03T00:21:00,FactCheckAfrica,This language sets a dangerous precedent for US–Africa relations. Think about the real people affected.,388,247,language set dangerous precedent africa relations think real people affect,-0.4767,negative,-0.19999999999999998,negative,NEGATIVE,0.972118616104126
2025-11-03T07:50:00,FactCheckAfrica,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians. #Nigeria,582,143,trump right warn nigeria stand persecute christians nigeria,-0.5423,negative,0.2857142857142857,negative,NEGATIVE,0.9254326224327087
2025-11-02T23:35:00,DiplomatDesk,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #NigeriaDecides,148,36,develop story trump comment nigeria spark diplomatic reaction home abroad nigeriadecide,0.2263,positive,0.0,negative,POSITIVE,0.9385893940925598
2025-11-02T18:01:00,NaijaStudent,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #PrayForNigeria,730,136,context matter christians muslim victim stop half truth prayfornigeria,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9817438125610352
2025-11-03T18:07:00,PastorK,Media repeating Trump's line without nuance is misleading and harmful. Think about the real people affected.,619,10,medium repeat trump line nuance misleading harmful think real people affect,-0.4019,negative,0.2,negative,NEGATIVE,0.997418999671936
2025-11-03T20:27:00,PeaceNow,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #PrayForNigeria,565,189,context matter christians muslim victim stop half truth prayfornigeria,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9817438125610352
2025-11-03T13:17:00,NaijaVoice,"We need real reforms, not loud threats from abroad. People need to read more before reacting.",153,76,need real reform loud threat abroad people need read react,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9917064905166626
2025-11-02T21:24:00,SaveTheChurch,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. #PrayForNigeria,741,300,foreign president right threaten invasion nigeria sovereign state prayfornigeria,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.9637287259101868
2025-11-03T23:33:00,NaijaVoice,"Before Trump reaches Nigeria, fuel go finish for plane. #NigeriaDecides",415,25,trump reaches nigeria fuel finish plane nigeriadecide,0.0516,positive,0.0,negative,NEGATIVE,0.9486352801322937
2025-11-03T18:38:00,PeaceNow,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #NigeriaDecides,367,258,context matter christians muslim victim stop half truth nigeriadecide,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9866612553596497
2025-11-03T07:44:00,PastorK,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. #NigeriaDecides,45,52,trump threaten cut aid consider action allege killing christians nigerian government reject claim nigeriadecide,-0.8957,negative,0.1,negative,NEGATIVE,0.9922257661819458
2025-11-02T16:33:00,DiplomatDesk,"Before Trump reaches Nigeria, fuel go finish for plane. #Trump",488,14,trump reaches nigeria fuel finish plane trump,0.0516,positive,0.0,negative,POSITIVE,0.9523256421089172
2025-11-04T03:37:00,LagosAnalyst,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians. #PrayForNigeria,302,176,trump right warn nigeria stand persecute christians prayfornigeria,-0.5423,negative,0.2857142857142857,negative,NEGATIVE,0.9666023254394531
2025-11-02T19:16:00,LagosAnalyst,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims.,47,51,trump threaten cut aid consider action allege killing christians nigerian government reject claim,-0.8957,negative,0.1,negative,NEGATIVE,0.9891372323036194
2025-11-03T14:47:00,WorldNewsNow,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #Trump,114,165,context matter christians muslim victim stop half truth trump,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.8244850039482117
2025-11-04T03:53:00,NaijaStudent,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #PrayForNigeria,12,89,develop story trump comment nigeria spark diplomatic reaction home abroad prayfornigeria,0.2263,positive,0.0,negative,POSITIVE,0.9947623610496521
2025-11-02T15:25:00,DiplomatDesk,Media repeating Trump's line without nuance is misleading and harmful. #Nigeria,382,120,medium repeat trump line nuance misleading harmful nigeria,-0.4019,negative,0.0,negative,NEGATIVE,0.9976927042007446
2025-11-02T17:42:00,AnalystEU,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. This is getting serious.,324,230,foreign president right threaten invasion nigeria sovereign state get,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.9566472172737122
2025-11-02T22:05:00,NaijaStudent,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. #PrayForNigeria,617,216,foreign president right threaten invasion nigeria sovereign state prayfornigeria,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.9637287259101868
2025-11-02T10:50:00,PeaceNow,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. This is getting serious.",87,84,summary trump issue warn nigeria official respond observer calm get,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9881584048271179
2025-11-03T18:22:00,GlobalObserver,Na every issue Trump dey use Nigeria do content. Rest small. Think about the real people affected.,86,121,issue trump dey use nigeria content rest small think real people affect,0.0,neutral,-0.024999999999999994,negative,NEGATIVE,0.9843890070915222
2025-11-02T10:20:00,NaijaBants,Finally a leader calling out the killing of Christians in Nigeria. Strong words from Trump are needed. People need to read more before reacting.,220,43,finally leader call killing christians nigeria strong word trump need people need read react,-0.2732,negative,0.21666666666666667,negative,POSITIVE,0.9845317006111145
2025-11-04T06:55:00,USConservative,Trump said 'guns blazing'? Abeg make una no use our country do action film.,362,107,trump say gun blaze abeg una use country action film,-0.34,negative,0.1,negative,NEGATIVE,0.9910910129547119
2025-11-03T21:32:00,PolicyNerd,Trump threatening to come into Nigeria 'guns blazing' is a complete insult to our sovereignty. #Trump,450,60,trump threaten come nigeria gun blaze complete insult sovereignty trump,-0.8074,negative,0.1,negative,NEGATIVE,0.9986621141433716
2025-11-02T11:23:00,PastorK,"Before Trump reaches Nigeria, fuel go finish for plane. #Trump",172,149,trump reaches nigeria fuel finish plane trump,0.0516,positive,0.0,negative,POSITIVE,0.9523256421089172
2025-11-03T08:25:00,AnalystEU,This language sets a dangerous precedent for US–Africa relations. This is getting serious.,365,275,language set dangerous precedent africa relations get,-0.4767,negative,-0.6,negative,NEGATIVE,0.9764028787612915
2025-11-02T17:42:00,NaijaStudent,Context matters: both Christians and Muslims have been victims. Stop using half-truths. People need to read more before reacting.,568,117,context matter christians muslim victim stop half truth people need read react,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.937676727771759
2025-11-03T17:53:00,NaijaBants,"Whatever our internal issues, military threats from Trump are unacceptable. #Trump",699,186,internal issue military threat trump unacceptable trump,-0.7506,negative,-0.05,negative,NEGATIVE,0.9852784872055054
2025-11-03T05:20:00,PastorK,"Whatever our internal issues, military threats from Trump are unacceptable.",62,284,internal issue military threat trump unacceptable,-0.7506,negative,-0.05,negative,NEGATIVE,0.9981558918952942
2025-11-03T11:43:00,NaijaLaw,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. #PrayForNigeria,609,37,foreign president right threaten invasion nigeria sovereign state prayfornigeria,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.9637287259101868
2025-11-03T01:55:00,GlobalObserver,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. #Trump",595,105,reminder violence nigeria drive multiple factor attack christians trump,-0.802,negative,0.0,negative,NEGATIVE,0.9820594191551208
2025-11-03T14:22:00,PolicyNerd,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #NigeriaDecides,183,32,develop story trump comment nigeria spark diplomatic reaction home abroad nigeriadecide,0.2263,positive,0.0,negative,POSITIVE,0.9385893940925598
2025-11-02T16:36:00,FactCheckAfrica,Violence affects Muslims and Christians. Trump's framing is dishonest and dangerous. #Nigeria,283,47,violence affect muslim christians trump framing dishonest dangerous nigeria,-0.8979,negative,-0.44999999999999996,negative,NEGATIVE,0.9900513291358948
2025-11-03T07:29:00,AbujaInsider,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians.",392,24,ordinary nigerians suffer consequence rhetoric politician,-0.5423,negative,-0.25,negative,NEGATIVE,0.9947378039360046
2025-11-03T11:39:00,FactCheckAfrica,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives. This is getting serious.",240,42,trump oversimplifie security issue hollywood people live get,0.34,positive,0.13636363636363635,negative,NEGATIVE,0.9883584380149841
2025-11-03T23:07:00,MediaWatchNG,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #NigeriaDecides",173,42,summary trump issue warn nigeria official respond observer calm nigeriadecide,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9920397996902466
2025-11-02T21:39:00,DiplomatDesk,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. #Nigeria",382,92,reminder violence nigeria drive multiple factor attack christians nigeria,-0.802,negative,0.0,negative,NEGATIVE,0.9815178513526917
2025-11-04T06:58:00,ArewaCitizen,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. Think about the real people affected.",163,72,summary trump issue warn nigeria official respond observer calm think real people affect,0.2263,positive,0.25,negative,NEGATIVE,0.9779984951019287
2025-11-02T16:54:00,WaffiGuy,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #Nigeria,117,83,develop story trump comment nigeria spark diplomatic reaction home abroad nigeria,0.2263,positive,0.0,negative,POSITIVE,0.9965289235115051
2025-11-04T05:50:00,PeaceNow,"Before Trump reaches Nigeria, fuel go finish for plane.",333,12,trump reaches nigeria fuel finish plane,0.0516,positive,0.0,negative,POSITIVE,0.9772058725357056
2025-11-04T05:17:00,USConservative,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. #PrayForNigeria",739,206,reminder violence nigeria drive multiple factor attack christians prayfornigeria,-0.802,negative,0.0,negative,NEGATIVE,0.988236129283905
2025-11-03T12:06:00,USConservative,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. This is getting serious.",70,81,summary trump issue warn nigeria official respond observer calm get,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9881584048271179
2025-11-03T06:31:00,ArewaCitizen,Finally a leader calling out the killing of Christians in Nigeria. Strong words from Trump are needed. #PrayForNigeria,101,189,finally leader call killing christians nigeria strong word trump need prayfornigeria,-0.2732,negative,0.21666666666666667,negative,NEGATIVE,0.9376068115234375
2025-11-03T18:54:00,LagosAnalyst,This language sets a dangerous precedent for US–Africa relations. #Trump,238,103,language set dangerous precedent africa relation trump,-0.4767,negative,-0.6,negative,NEGATIVE,0.9529573321342468
2025-11-03T05:47:00,ArewaCitizen,This language sets a dangerous precedent for US–Africa relations. This is getting serious.,771,25,language set dangerous precedent africa relations get,-0.4767,negative,-0.6,negative,NEGATIVE,0.9764028787612915
2025-11-02T11:25:00,USVoter,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians.,373,166,trump right warn nigeria stand persecute christian,-0.5423,negative,0.14285714285714285,negative,NEGATIVE,0.9181005954742432
2025-11-02T22:39:00,FaithAndFacts,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians.",145,123,ordinary nigerians suffer consequence rhetoric politician,-0.5423,negative,-0.25,negative,NEGATIVE,0.9947378039360046
2025-11-02T22:53:00,WaffiGuy,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians. #Nigeria,565,75,trump right warn nigeria stand persecute christians nigeria,-0.5423,negative,0.2857142857142857,negative,NEGATIVE,0.9254326224327087
2025-11-02T19:32:00,PeaceNow,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. This is getting serious.",237,130,reminder violence nigeria drive multiple factor attack christians get,-0.802,negative,0.0,negative,NEGATIVE,0.9817118644714355
2025-11-02T10:04:00,NaijaLaw,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives. Think about the real people affected.",105,250,trump oversimplifie security issue hollywood people life think real people affect,0.34,positive,0.2,negative,NEGATIVE,0.98443603515625
2025-11-03T14:57:00,AfricaPolicyWatch,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. #NigeriaDecides",142,77,reminder violence nigeria drive multiple factor attack christians nigeriadecide,-0.802,negative,0.0,negative,NEGATIVE,0.9918892979621887
2025-11-02T13:55:00,NaijaStudent,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. #Trump,590,209,reduce nigeria complex crisis save christians trump statement reckless trump,-0.5574,negative,-0.3,negative,NEGATIVE,0.9840666055679321
2025-11-02T23:18:00,FactCheckAfrica,Context matters: both Christians and Muslims have been victims. Stop using half-truths. Think about the real people affected.,438,86,context matter christians muslim victim stop half truth think real people affect,-0.2263,negative,-0.013888888888888886,negative,NEGATIVE,0.9831523895263672
2025-11-02T11:59:00,ArewaCitizen,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. #Nigeria,240,163,reduce nigeria complex crisis save christians trump statement reckless nigeria,-0.5574,negative,-0.3,negative,NEGATIVE,0.9924271702766418
2025-11-04T02:40:00,MediaWatchNG,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #Nigeria,62,65,develop story trump comment nigeria spark diplomatic reaction home abroad nigeria,0.2263,positive,0.0,negative,POSITIVE,0.9965289235115051
2025-11-03T23:51:00,NaijaStudent,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #NigeriaDecides,607,174,context matter christians muslim victim stop half truth nigeriadecide,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9866612553596497
2025-11-03T06:57:00,PastorK,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #Trump,620,261,context matter christians muslim victim stop half truth trump,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.8244850039482117
2025-11-03T05:56:00,SaveTheChurch,Trump said 'guns blazing'? Abeg make una no use our country do action film.,302,252,trump say gun blaze abeg una use country action film,-0.34,negative,0.1,negative,NEGATIVE,0.9910910129547119
2025-11-03T20:27:00,LagosAnalyst,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #Nigeria",100,93,summary trump issue warn nigeria official respond observer calm nigeria,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9759357571601868
2025-11-03T00:04:00,AbujaInsider,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. People need to read more before reacting.,192,130,reduce nigeria complex crisis save christians trump statement reckless people need read react,-0.5574,negative,-0.3,negative,NEGATIVE,0.9714189767837524
2025-11-02T20:24:00,FaithAndFacts,Trump threatening to come into Nigeria 'guns blazing' is a complete insult to our sovereignty. Think about the real people affected.,287,131,trump threaten come nigeria gun blaze complete insult sovereignty think real people affect,-0.8074,negative,0.15000000000000002,negative,NEGATIVE,0.9988487958908081
2025-11-02T19:14:00,NaijaStudent,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Nigeria",384,137,people blame trump christians nigeria suffer speak nigeria,-0.7096,negative,0.0,negative,NEGATIVE,0.9943217039108276
2025-11-02T16:42:00,HumanRightsWatch,Na every issue Trump dey use Nigeria do content. Rest small. Think about the real people affected.,155,192,issue trump dey use nigeria content rest small think real people affect,0.0,neutral,-0.024999999999999994,negative,NEGATIVE,0.9843890070915222
2025-11-03T21:39:00,AfricaPolicyWatch,Trump said 'guns blazing'? Abeg make una no use our country do action film. #PrayForNigeria,159,289,trump say gun blaze abeg una use country action film prayfornigeria,-0.34,negative,0.1,negative,NEGATIVE,0.9916549921035767
2025-11-02T09:11:00,PeaceNow,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #Trump,64,99,develop story trump comment nigeria spark diplomatic reaction home abroad trump,0.2263,positive,0.0,negative,POSITIVE,0.9943201541900635
2025-11-03T11:26:00,MediaWatchNG,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. People need to read more before reacting.",233,221,reminder violence nigeria drive multiple factor attack christians people need read react,-0.802,negative,0.0,negative,NEGATIVE,0.9749252796173096
2025-11-02T21:56:00,NorthCentralVoice,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #Nigeria,43,51,develop story trump comment nigeria spark diplomatic reaction home abroad nigeria,0.2263,positive,0.0,negative,POSITIVE,0.9965289235115051
2025-11-02T18:01:00,ArewaCitizen,This language sets a dangerous precedent for US–Africa relations.,592,135,language set dangerous precedent africa relations,-0.4767,negative,-0.6,negative,NEGATIVE,0.9507098197937012
2025-11-03T16:28:00,NaijaLaw,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #NigeriaDecides,631,155,context matter christians muslim victim stop half truth nigeriadecide,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9866612553596497
2025-11-03T07:57:00,DiplomatDesk,"Whatever our internal issues, military threats from Trump are unacceptable. This is getting serious.",679,180,internal issue military threat trump unacceptable get,-0.7506,negative,-0.05,negative,NEGATIVE,0.9973605275154114
2025-11-02T08:30:00,LagosAnalyst,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Nigeria",56,99,people blame trump christians nigeria suffer speak nigeria,-0.7096,negative,0.0,negative,NEGATIVE,0.9943217039108276
2025-11-03T04:25:00,FactCheckAfrica,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians. Think about the real people affected.",276,140,ordinary nigerians suffer consequence rhetoric politician think real people affect,-0.5423,negative,-0.024999999999999994,negative,NEGATIVE,0.9903607368469238
